sellprice,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(CC),maxpower(bhp),seats
0.114999,2008,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,17.92,5
1.2,2015,61000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
0.28,2012,65000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
0.15,2010,225000,Diesel,Individual,Manual,Third Owner,14,1948,14,9
0.595,2017,120000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,7
0.196,2014,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
0.45,2012,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120,9
0.67,2016,50478,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5
0.55,2016,56494,Petrol,Dealer,Manual,First Owner,18.2,1199,88.7,5
0.745,2016,67000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7
0.165,2013,45000,Petrol,Individual,Manual,Second Owner,21.1,814,21.1,5
0.55,2014,60000,Diesel,Individual,Manual,First Owner,14,2523,75,8
0.095,2008,80000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.29,2008,126000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8
0.779,2019,7032,Petrol,Dealer,Automatic,First Owner,19,1199,88.76,5
0.2,2010,100000,Diesel,Individual,Manual,Second Owner,18.8,1248,90,5
0.13,2011,70000,Petrol,Individual,Manual,Second Owner,16.5,1172,16.5,5
0.22,2011,35000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
5.5,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.1,2008,195000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.974,2019,15000,Diesel,Individual,Manual,First Owner,16.55,2498,105,6
0.215,2013,47000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
0.675,2019,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
3.25,2018,12000,Diesel,Individual,Automatic,First Owner,10.91,3198,197,7
0.38,2013,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5
0.325,2013,70000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
0.165,2008,90000,Petrol,Individual,Manual,First Owner,19.81,1086,19.81,5
0.76,2017,90000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
3.8,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5
0.375,2013,65000,Diesel,Dealer,Manual,First Owner,28.4,1248,74,5
0.42,2019,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68,5
0.525,2015,134000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.5,2015,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.275,2007,200000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5
2.625,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
0.509999,2016,120000,Diesel,Individual,Manual,First Owner,24.4,1120,71,5
1.282,2017,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
0.09,2007,60000,Petrol,Individual,Manual,Second Owner,18.2,1061,18.2,5
0.63,2016,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.669,2017,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.75,2016,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
0.43,2017,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5
0.3,2016,60000,Diesel,Individual,Manual,Second Owner,17.88,1405,48.21,5
0.59,2018,15000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
0.95,2016,38600,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5
1.1,2015,77000,Diesel,Individual,Automatic,Second Owner,16,2179,140,7
0.65,2018,35500,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.25,2009,110000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7
0.8,2019,2000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9
0.585,2008,120000,Diesel,Individual,Automatic,First Owner,14.3,1968,140,5
1,2015,24700,Diesel,Individual,Manual,First Owner,16,2179,140,7
0.53,2015,110000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5
0.15,2008,120000,Diesel,Individual,Manual,Fourth & Above Owner,11.57,2179,11.57,7
6.523,2019,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798,187.74,5
0.38,2014,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5
0.695,2019,20000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,5
1,2013,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8
0.434999,2016,55000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5
0.55,2015,23000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.595,2012,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140,7
3.5,2016,35000,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,5
0.17,2007,78000,Petrol,Individual,Manual,Second Owner,16.1,1298,16.1,5
0.25,2008,100000,Petrol,Individual,Manual,First Owner,17.7,1497,78,5
0.32,2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197,85.8,5
0.38,2012,145000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5
1.525,2016,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,7
0.25,2011,70000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
2.2,2014,60000,Diesel,Individual,Automatic,First Owner,17.68,1968,174.33,5
0.434999,2015,25000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5
0.65,2016,125000,Diesel,Dealer,Manual,Second Owner,21.14,1498,103.52,5
0.625,2018,25000,Petrol,Individual,Manual,First Owner,17,1198,108.5,5
1,2018,5229,Petrol,Dealer,Manual,First Owner,17.1,1496,105.5,5
0.15,2007,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086,17.92,5
0.245,2007,110000,Diesel,Individual,Manual,Third Owner,13.6,2523,63,7
0.375,2007,110000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,116.6,8
0.77,2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.53,2009,285000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8
0.45,2017,56290,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5
0.8,2017,14000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
0.72,2016,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5
1.1,2008,122000,Diesel,Individual,Automatic,Second Owner,18.48,1995,177,5
0.75,2017,53000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
0.74,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.65,2016,80000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5
0.31,2017,54000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
0.275,2011,50000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5
0.36,2016,100000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5
0.4,2014,110000,Diesel,Individual,Manual,First Owner,24,1120,70,5
0.85,2018,15000,Diesel,Individual,Manual,Second Owner,16.55,2498,105,6
0.73,2015,70000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5
0.65,2017,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.395,2019,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.35,2020,2136,Petrol,Individual,Manual,First Owner,22.5,999,67,5
0.625,2017,50000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5
0.595,2018,28000,Petrol,Individual,Manual,Second Owner,17,1198,108.5,5
0.14,2006,120000,Petrol,Individual,Automatic,First Owner,13.1,1795,13.1,5
0.635,2017,120000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5
0.28,2009,40000,Petrol,Individual,Automatic,Third Owner,12.9,1799,130,5
0.128,2008,19000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.31,2005,200000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8
0.75,2013,79328,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,7
0.56,2014,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7
0.175,2011,20000,Diesel,Individual,Manual,First Owner,12.2,1948,12.2,10
0.2,2011,120000,Petrol,Individual,Manual,Second Owner,16.25,1198,73.9,5
0.285,2010,80000,Diesel,Individual,Manual,First Owner,17.8,1248,75,5
0.135,2006,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,16.8,5
0.575,2014,40000,Diesel,Individual,Manual,Third Owner,20.14,1498,88.8,5
0.625,2017,25538,Petrol,Dealer,Manual,First Owner,16.78,1496,88.73,5
0.27,2016,100000,Petrol,Individual,Manual,Third Owner,15.37,1196,73,7
0.6,2016,139000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.475,2018,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5
0.386,2016,44000,Petrol,Individual,Manual,Second Owner,19.1,1197,82,5
0.445,2017,39500,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5
0.775,2017,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5
0.605,2017,127000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
1.63,2019,25000,Diesel,Individual,Manual,First Owner,17,1956,138.1,5
0.58,2020,70000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5
0.29,2015,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
0.62,2016,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10
0.35,2016,17000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5
0.15,2010,60000,Petrol,Individual,Manual,Third Owner,17.92,1086,17.92,5
0.74,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.25,2009,80000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5
0.31,2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
0.24,2013,108916,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5
0.59,2018,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
5.5,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.14,2006,150000,Petrol,Individual,Manual,Second Owner,18.9,998,18.9,5
0.225,2014,35000,Petrol,Individual,Manual,First Owner,20.63,1198,67,5
1.5,2018,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7
0.55,2016,90000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
0.275,2013,104300,Diesel,Individual,Manual,First Owner,20,1399,68.1,5
0.61,2015,30000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5
1,2018,40000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
0.7,2017,15000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5
0.35,2011,116500,Diesel,Individual,Manual,First Owner,23,1396,90,5
0.135,2012,146000,Diesel,Individual,Manual,First Owner,19.61,1405,19.61,5
1.15,2018,49000,Diesel,Individual,Automatic,First Owner,22,1582,126.2,5
0.3,2009,60000,Petrol,Individual,Manual,First Owner,19,998,66.1,5
0.59,2015,40000,Diesel,Individual,Manual,Second Owner,18.49,1493,100,7
0.375,2014,110000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5
0.95,2019,16034,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,5
0.35,2011,47000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,5
0.65,2017,47000,Diesel,Individual,Manual,Second Owner,26,1498,98.6,5
0.19,2014,70000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,5
0.5,2012,70000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5
0.434999,2019,19500,Petrol,Dealer,Manual,First Owner,20.3,1086,68.07,5
0.175,2009,55500,Petrol,Dealer,Manual,First Owner,18.2,998,18.2,5
0.345,2013,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5
2.625,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
0.5,2013,110000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
0.42,2010,160500,Diesel,Individual,Manual,Fourth & Above Owner,13.5,2179,115,5
0.725,2016,66000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.8,7
0.3,2011,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5
0.275,2011,70000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5
0.35,2015,60000,Petrol,Individual,Manual,Third Owner,15.8,1172,67.1,5
0.325,2013,155000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
0.525,2012,70000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5
2.625,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
0.4,2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
0.215,2013,35000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
0.4,2012,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
0.409999,2013,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74,5
2.9,2018,46000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7
0.43,2006,264000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
0.6,2011,50000,Diesel,Individual,Manual,Third Owner,12.05,2179,120,8
0.430999,2014,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
0.75,2018,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5
0.75,2013,79328,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,7
0.68,2018,28000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5
0.535,2015,40000,Diesel,Dealer,Manual,First Owner,26.21,1248,88.5,5
0.28,2013,52000,Diesel,Individual,Manual,First Owner,20.3,1248,75,5
0.29,2012,112072,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5
0.6,2013,177000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
0.42,2019,15000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
0.26,2015,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67,7
0.18,2010,120000,Petrol,Individual,Manual,First Owner,20.36,1197,20.36,5
0.484999,2014,54000,Diesel,Dealer,Manual,First Owner,23,1498,98.96,5
0.3,2017,27000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
0.75,2016,80000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
5.15,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5
0.7,2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
0.95,2018,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
0.55,2016,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.6,2016,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
2,2016,68089,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,5
0.4,2013,188000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
0.3,2017,50000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5
0.49,2014,67000,Diesel,Dealer,Manual,First Owner,28.4,1248,74,5
0.6,2007,260000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,7
0.535,2016,32000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,8
0.6,2019,5000,Petrol,Individual,Manual,First Owner,20,999,72,7
0.605,2014,80000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
0.24,2011,72000,Diesel,Individual,Manual,First Owner,20,1399,68,5
0.345,2013,40000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5
0.95,2016,75000,Diesel,Individual,Automatic,Third Owner,16,2179,140,7
0.906,2019,30000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5
0.158,2012,110000,Diesel,Individual,Manual,Second Owner,19.09,1396,19.09,5
0.415,2012,125000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5
0.425,2012,81632,Diesel,Dealer,Manual,First Owner,20,1399,68,5
0.75,2018,25000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
0.655,2017,126000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.3,2013,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75,8
0.385,2014,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
0.62,2017,100000,Diesel,Individual,Manual,Second Owner,16.5,1493,70,7
0.63,2017,25000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
1.29,2016,50000,Diesel,Individual,Automatic,First Owner,16,2179,140,7
0.35,2014,70000,Diesel,Individual,Manual,Second Owner,24,1120,70,5
0.95,2015,75262,Diesel,Individual,Manual,First Owner,15.4,2179,120,7
0.3,2014,70000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.96,2019,20000,Petrol,Individual,Manual,First Owner,17,1197,108.6,5
0.11,2005,50800,Petrol,Dealer,Manual,Second Owner,19.7,796,19.7,5
0.07,1999,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,15.9,5
0.33,2008,193623,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8
0.5,2020,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
0.651,2017,32500,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5
0.503,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
0.803999,2016,60000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5
0.445,2017,27000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
0.15,2010,104000,Petrol,Individual,Manual,First Owner,15,1368,15,5
1.95,2016,120000,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7
1.05,2018,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5
0.225,2011,90000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
0.15,2010,29000,Petrol,Individual,Manual,First Owner,16.5,1172,16.5,5
0.55,2017,120000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
2.475,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5
0.29,2012,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
0.6,2017,56000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5
0.27,2012,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
0.175,2012,90000,Diesel,Individual,Manual,Third Owner,19.4,1405,19.4,5
0.68,2016,100000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
0.12,2009,58000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.736,2014,125000,Diesel,Individual,Automatic,First Owner,22.32,1582,126.32,5
0.7,2019,6000,Petrol,Individual,Manual,First Owner,19,1194,94.68,5
0.135,2007,57000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.675,2016,108000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5
0.45,2015,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
0.515,2016,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5
0.445,2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
0.25,2017,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.225,2011,35000,Petrol,Individual,Manual,First Owner,15,1368,90,5
0.33,2016,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197,82,5
0.55,2014,31000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5
0.4,2018,25000,Petrol,Individual,Automatic,First Owner,24.04,999,67,5
4,2018,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,5
0.58,2015,110000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,10
0.37,2012,210000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
0.28,2014,90000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.775,2016,52000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5
0.66,2017,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
0.5,2017,27500,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
0.4,2016,35000,Diesel,Individual,Manual,First Owner,25.32,1198,77,6
0.26,2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73,5
0.4,2012,138000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5
0.34,2016,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
0.25,2014,50000,Diesel,Individual,Manual,Second Owner,25,1396,69.01,5
5.2,2019,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190,5
0.25,2016,22000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.69,2016,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.35,2012,50000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5
1.4,2014,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982,168.7,7
0.66,2017,67000,Diesel,Individual,Manual,Second Owner,18.49,1493,100,7
1,2018,30000,Diesel,Individual,Automatic,First Owner,22,1582,126.2,5
0.61,2015,33000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5
0.55,2014,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
0.725,2017,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
0.45,2015,53000,Diesel,Individual,Manual,First Owner,24,1120,70,5
1.325,2017,54000,Diesel,Individual,Manual,First Owner,16,2179,140,7
0.235,2010,50000,Diesel,Individual,Manual,First Owner,10.71,1948,90,14
1.6,2014,44000,Diesel,Individual,Automatic,Second Owner,16.55,1968,147.51,5
0.7,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5
0.215,2013,25000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
3.8,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5
0.28,2009,35000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5
0.4,2018,25000,Petrol,Individual,Automatic,First Owner,24.04,999,67,5
0.24,2015,110000,Diesel,Individual,Manual,Second Owner,19.1,1405,70,5
0.14,2008,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,20.36,5
0.385,2017,155000,Diesel,Individual,Manual,First Owner,25,1396,69.01,5
0.11,2010,60000,Petrol,Individual,Manual,Second Owner,18.6,1199,18.6,5
1.295,2016,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776,197.2,7
1.825,2017,58000,Petrol,Dealer,Automatic,First Owner,12,2354,187.4,5
0.503,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
0.11,2006,88000,Diesel,Individual,Manual,Second Owner,16.8,1405,16.8,5
0.49,2018,28000,Petrol,Dealer,Manual,First Owner,16.1,1197,85,5
0.65,2016,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.37,2014,30000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5
